Seq.,Date,Code,Time,Latitude,Longitude,Vis.,SeaState,Species,Total seen,Adults,Juvenille,Calfs,Behaviour,Asso,Num boats,Comments,Empresa
14788,20/07/2015,IA,09:49:00,38.6923,-28.7025,4,1,Pm,3,2,,1,2,1,,Adult females,C
14792,20/07/2015,RA,10:40:00,38.6944,-28.7373,4,1,Pm,2,2,,,3,1,,,C
14793,20/07/2015,IA,10:41:00,38.6926,-28.7381,4,1,Pm,3,2,,1,2,1,,Adult females,C
14800,20/07/2015,IA,15:22:00,38.6877,-28.5566,4,1,Pm,5,4,,1,1,1,2,Adult females,C
14802,20/07/2015,RA,15:41:00,38.7009,-28.5625,4,1,Pm,2,1,,1,3,1,,,C
14803,20/07/2015,IA,16:08:00,38.7471,-28.6057,4,1,Pm,3,3,,,2,1,,Females,C
14703,21/07/2015,RA,09:23:00,37.6451,-25.4445,4,1,Pm,1,x,,,2,1,1,,E
14705,21/07/2015,RA,09:49:00,37.6407,-25.4282,4,1,Pm,3,x,x,,1,1,2,,E
14711,21/07/2015,RA,13:30:00,37.6548,-25.3303,4,1,Pm,3,x,x,,1,5,1,with 3 common dolphins Dd,E
14714,21/07/2015,RA,14:49:00,37.6765,-25.3197,4,1,Pm,3,x,x,x,1,1,2,,E
14727,21/07/2015,RA,10:21:00,38.3438,-28.2939,3,1,Pm,1,1,,,2,1,1,"Female
Fluke",C
14728,21/07/2015,IA,10:27:00,38.347,-28.3014,4,1,Pm,1,1,,,2,1,1,Female,C
14730,21/07/2015,IA,10:37:00,38.3332,-28.3005,4,1,Pm,1,1,,,2,1,1,Male,C
14732,21/07/2015,RA,10:48:00,38.3373,-28.3152,4,1,Pm,1,1,,,2,1,1,"Female
Fluke",C
14757,21/07/2015,RA,10:53:00,37.6291,-25.3996,3,1,Pm,3,2,,1,4,,4,,D
14764,21/07/2015,IA,10:56:00,37.6284,-25.3982,4,2,Pm,3,x,,,3,1,2,direcção E,A
14765,21/07/2015,RA,11:10:00,37.6288,-25.3891,4,2,Pm,3,x,,,3,1,3,direcção NE,A
14766,21/07/2015,RA,11:24:00,37.6288,-25.3891,4,2,Pm,3,x,,,3,1,3,,A
14636,22/07/2015,IA,09:55:00,38.5932,-27.3612,3,3,Pm,3,X,X,,1,1,,,B
14642,22/07/2015,IA,09:12:00,37.6598,-25.3662,4,1,Pm,5,x,x,,2,1,1,4 juvenis + 1 adult. One breach.,E
14644,22/07/2015,RA,09:41:00,37.6614,-25.353,4,1,Pm,1,x,,,3,1,1,Shallow dive.,E
14645,22/07/2015,IA,09:45:00,37.6587,-25.3494,4,1,Pm,1,x,,,2,1,1,,E
14647,22/07/2015,IA,10:02:00,37.6746,-25.3515,4,1,Pm,1,x,,,2,1,1,,E
14649,22/07/2015,IA,10:08:00,37.6709,-25.3484,4,1,Pm,4,x,x,x,2,1,1,2 adults + 1 juvenile+1 calf,E
14655,22/07/2015,IA,10:22:00,38.3351,-28.4094,4,1,Pm,1,1,,,2,1,3,Female,C
14657,22/07/2015,IA,11:10:00,38.3202,-28.421,4,1,Pm,1,1,,,2,1,4,Female,C
14674,22/07/2015,IA,11:35:00,37.5892,-25.5327,4,1,Pm,1,x,,,2,1,2,mergulhou,A
14680,22/07/2015,IA,15:50:00,37.5971,-25.4378,4,2,Pm,2,x,,,2,1,1,A fazer mergulho profundo,A
14689,22/07/2015,IA,10:20:00,37.6415,-25.3701,3,,Pm,2,x,,x,2,,2,,D
14691,22/07/2015,IA,10:53:00,37.644,-25.357,3,,Pm,2,x,,x,2,,2,,D
14695,22/07/2015,IA,14:09:00,37.6282,-25.4028,3,1,Pm,2,x,,,2,,2,,D
14697,22/07/2015,RA,14:50:00,37.6154,-25.4144,3,1,Pm,1,x,,,2,,3,fluke,D
14570,24/07/2015,IA,10:55:00,38.6668,-27.3588,1,3,Pm,1,,x,,3,5,1,,B
14524,25/07/2015,RA,09:50:00,37.6871,-25.2468,4,1,Pm,1,x,,,2,1,1,,E
14529,25/07/2015,RA,16:50:00,37.7033,-25.258,4,1,Pm,5,x,,x,1,1,1,,E
14530,25/07/2015,RA,17:03:00,37.7007,-25.2618,4,1,Pm,2,x,,,2,1,1,,E
14535,25/07/2015,RA,09:51:00,38.6216,-27.281,1,,Pm,2,X,,,3,1,,,B
14538,25/07/2015,IA,10:38:00,38.6407,-27.3066,1,,Pm,2,X,,,2,1,,,B
14543,25/07/2015,IA,11:39:00,38.3746,-28.3908,3,1,Pm,1,1,,,2,1,5,Female,C
14545,25/07/2015,IA,11:49:00,38.3739,-28.367,3,1,Pm,1,1,,,2,1,2,Female,C
14558,25/07/2015,IA,18:16:00,38.3668,-28.3912,3,2,Pm,2,2,,,2,1,,Females,C
14561,25/07/2015,IA,19:10:00,38.3702,-28.3958,3,2,Pm,2,2,,,3,1,,Females,C
14499,26/07/2015,IA,10:23:00,38.6027,-27.2676,3,,Pm,4,X,X,,2,1,,,B
14506,26/07/2015,IA,09:43:00,38.6732,-28.6578,4,2,Pm,13,10,2,1,1,1,,,C
14512,26/07/2015,IA,18:23:00,38.4779,-28.8065,4,1,Pm,1,1,,,2,1,,Male,C
14514,26/07/2015,IA,18:45:00,38.4845,-28.8223,4,1,Pm,1,1,,,2,1,,Male,C
14516,26/07/2015,IA,19:01:00,38.4873,-28.8343,4,1,Pm,1,1,,,2,1,,Male,C
14425,27/07/2015,IA,09:36:00,38.6082,-27.281,3,,Pm,3,X,X,,2,1,2,,B
14433,27/07/2015,IA,12:40:00,38.5321,-27.2014,3,,Pm,8,X,X,X,1,1,,,B
14441,27/07/2015,RA,16:32:00,37.5986,-25.4259,4,2,Bp,1,x,,,2,1,3,same than at 13:00,E
14447,27/07/2015,RA,14:12:00,37.5981,-25.3707,4,3,Bp,1,x,,,2,1,1,,E
14452,27/07/2015,IA,10:30:00,38.6808,-28.276,4,1,Pm,1,1,,,2,1,4,Female,C
14454,27/07/2015,IA,10:55:00,38.6774,-28.2548,4,1,Pm,1,1,,,2,1,4,Female,C
14477,27/07/2015,IA,10:03:00,37.6516,-25.3512,3,,Pm,1,,,,2,,4,,D
14485,27/07/2015,IA,18:02:00,37.7819,-25.9249,3,1,Pm,1,,,,,,3,"vimos um no inicio, dsp estivemos as voltas com algums bufos",D
14397,28/07/2015,IA,09:48:00,38.3943,-28.4425,3,3,Pm,1,1,,,2,1,2,Male,C
14402,28/07/2015,IA,10:36:00,38.3966,-28.4136,3,3,Pm,1,1,,,2,1,4,"Male
Same as before",C
14404,28/07/2015,IA,10:56:00,38.3927,-28.3953,3,3,Pm,1,1,,,2,1,3,Male,C
14375,29/07/2015,IA,10:22:00,37.6736,-25.3376,3,3,Pm,2,,,,2,,5,,D
14335,30/07/2015,IA,09:46:00,38.621,-27.3646,3,,Pm,1,X,,X,2,1,,,B
14337,30/07/2015,RA,10:30:00,38.6322,-27.3427,3,,Pm,3,X,,X,2,1,,,B
14338,30/07/2015,IA,10:37:00,38.6154,-27.3309,3,,Pm,3,X,,X,2,1,,,B
14346,30/07/2015,IA,09:59:00,37.6816,-25.3291,4,2,Pm,4,x,,x,2,1,1,2 adults + 2 calves,E
14354,30/07/2015,IA,13:48:00,37.6794,-25.3059,4,2,Pm,1,x,,,4,1,1,,E
14364,30/07/2015,IA,11:01:00,38.3925,-28.1471,3,1,Pm,1,1,,,2,1,3,Female,C
14366,30/07/2015,IA,11:13:00,38.39,-28.1428,3,1,Pm,1,1,,,3,1,3,Female,C
14314,31/07/2015,RA,14:50:00,37.6696,-25.3483,4,1,Bp,1,x,,,2,1,1,,E
14308,01/08/2015,RA,13:30:00,37.5703,-25.4543,3,2,Pm,12,x,x,x,1,1,2,"Big socialization all together, maybe a birth (daisy flower at the beginning) ",E
14254,03/08/2015,IA,13:51:00,37.7005,-25.2363,4,1,Pm,3,x,x,x,1,1,1,playing/ showing flippers and teeth/ lot of shallow diving,E
14263,03/08/2015,IA,10:01:00,37.6641,-25.356,3,,Pm,3,2,,1,4,,3,,D
14268,03/08/2015,IA,09:23:00,37.6659,-25.3464,4,1,Pm,2,,x,,4,1,1,,E
14270,03/08/2015,IA,10:10:00,37.6633,-25.3434,4,1,Pm,3,x,x,,4,1,1,2 adults + 1 juvenile,E
14278,03/08/2015,RA,16:45:00,37.6617,-25.1507,4,1,Pm,1,X,,,4,1,1,,E
14279,03/08/2015,RA,17:21:00,37.6865,-25.1294,4,1,Pm,1,X,,,4,1,1,,E
14284,03/08/2015,IA,09:45:00,38.5719,-27.3008,3,,Pm,3,X,,,2,,2,,B
14296,03/08/2015,IA,18:21:00,38.2635,-28.4864,3,2,Pm,3,3,,,3,1,2,,C
14298,03/08/2015,IA,19:22:00,38.2532,-28.467,3,2,Pm,2,1,,1,3,1,,,C
14242,04/08/2015,IA,09:49:00,37.5782,-25.2577,3,4,Bp,1,x,,,2,1,1,,E
14214,05/08/2015,IA,09:56:00,38.3707,-28.3219,4,1,Pm,1,1,,,2,1,1,Female,C
14215,05/08/2015,RA,10:11:00,38.3718,-28.3208,4,1,Pm,2,2,,,2,1,2,Females,C
14217,05/08/2015,IA,10:45:00,38.3184,-28.3304,4,1,Pm,2,2,,,2,1,5,Females,C
14219,05/08/2015,IA,11:07:00,38.3169,-28.3443,4,1,Pm,2,2,,,3,1,,Females,C
14230,05/08/2015,IA,14:44:00,38.3268,-28.2368,4,2,Pm,11,9,1,1,1,1,3,"8 Females
1 Male",C
14117,06/08/2015,IA,09:53:00,37.6179,-25.4628,3,,Pm,3,,,,2,,5,,D
14119,06/08/2015,IA,10:16:00,37.6076,-25.4275,3,,Pm,3,,,,2,,3,1x fluke,D
14122,06/08/2015,RA,10:49:00,37.6031,-25.3989,3,,Pm,3,2,,x,2,,2,"2x fluke, 1adulto e 1cria, o outro adulto ainda ficou na superficie mas fomos embora",D
14130,06/08/2015,RA,09:30:00,37.6365,-25.4061,4,1,Pm,8,x,x,x,1,1,1,,E
14136,06/08/2015,RA,13:50:00,37.6899,-25.2648,4,1,Pm,1,x,,,2,6,2,with a turtle,E
14137,06/08/2015,RA,14:30:00,37.6833,-25.2503,4,1,Pm,1,x,,,3,1,2,,E
14145,06/08/2015,IA,15:36:00,37.6673,-25.1959,3,,Pm,2,x,x,,1,,3,"no inicio vimos 2 animais afastados, depois estivemos com um adulto e cria, que juntaram-se com mais dois animais, 3 dos quais desaparecerem",D
14151,06/08/2015,IA,16:32:00,37.653,-25.1768,3,1,Pm,8,x,x,,4,1,1,,E
14156,06/08/2015,IA,09:39:00,38.4182,-28.5752,2,3,Pm,2,1,1,,2,1,1,Adult female,C
14158,06/08/2015,IA,10:00:00,38.4299,-28.5777,3,4,Pm,1,1,,,2,1,3,Female,C
14160,06/08/2015,IA,10:04:00,38.432,-28.5729,3,4,Pm,1,1,,,2,1,2,Female,C
14162,06/08/2015,RA,10:37:00,38.4344,-28.5984,3,5,Pm,1,,1,,3,1,2,Female,C
14169,06/08/2015,IA,15:40:00,38.3856,-28.2963,3,2,Pm,4,4,,,2,1,3,"3 Females
1 Male",C
14176,06/08/2015,IA,18:25:00,38.4281,-28.5803,2,3,Pm,1,1,,,2,1,1,Female,C
14178,06/08/2015,IA,18:56:00,38.4471,-28.5929,2,3,Pm,3,3,,,2,1,1,Females,C
14180,06/08/2015,IA,19:01:00,38.4513,-28.593,3,3,Pm,1,1,,,2,1,1,Male,C
14105,07/08/2015,IA,10:52:00,38.3661,-28.3432,4,5,Pm,1,1,,,2,1,7,,C
14107,07/08/2015,IA,10:55:00,38.3675,-28.3399,4,5,Pm,2,1,,1,2,1,4,Adult female,C
14109,07/08/2015,RA,11:03:00,38.3663,-28.3314,4,5,Pm,1,1,,,3,1,6,,C
14110,07/08/2015,RA,11:07:00,38.3663,-28.332,4,5,Pm,1,,,1,3,1,2,,C
14058,08/08/2015,IA,09:34:00,37.6541,-25.4574,3,3,Pm,3,x,,x,3,1,1,1 adult + 2 calves,E
14064,08/08/2015,IA,10:05:00,38.3325,-28.3523,4,2,Pm,2,2,,,2,1,5,Females,C
14066,08/08/2015,RA,10:29:00,38.3331,-28.3555,4,2,Pm,1,1,,,2,1,4,"Female
Fluke",C
14068,08/08/2015,RA,11:10:00,38.319,-28.3735,4,2,Pm,1,1,,,2,1,7,"Female
Fluke",C
14069,08/08/2015,IA,11:19:00,38.3436,-28.3883,4,2,Pm,1,1,,,2,1,,Female,C
14080,08/08/2015,IA,09:32:00,38.6299,-27.3002,1,,Pm,5,X,X,,2,1,2,,B
14016,09/08/2015,RA,18:30:00,37.4947,-25.7171,4,3,Pm,2,x,x,,1,1,2,,E
14020,09/08/2015,RA,10:00:00,38.3608,-28.4548,3,,Pm,1,1,,,3,1,,Male,C
14021,09/08/2015,IA,10:37:00,38.3286,-28.466,3,,Pm,1,,1,,2,1,1,,C
14033,09/08/2015,IA,15:45:00,38.4627,-28.6921,4,1,Pm,7,6,,1,1,1,2,6 Females,C
14041,09/08/2015,IA,16:53:00,38.4741,-28.7479,4,1,Pm,1,,,1,3,1,,Same calf as the Pm group before,C
14043,09/08/2015,IA,17:05:00,38.476,-28.7564,4,1,Pm,5,4,,1,2,1,2,4 Females,C
14050,09/08/2015,RA,10:00:00,38.6216,-27.277,1,,Pm,1,X,,,2,,2,,B
14052,09/08/2015,IA,10:39:00,38.6117,-27.2791,1,,Pm,2,,X,X,2,,2,,B
13938,10/08/2015,IA,09:58:00,37.5773,-25.3442,3,,Pm,2,x,x,,2,,3,,D
13940,10/08/2015,IA,10:13:00,37.5718,-25.3395,3,,Pm,1,x,,,3,,1,,D
13942,10/08/2015,IA,10:24:00,37.5942,-25.329,3,,Pm,2,x,x,,2,,4,,D
13959,10/08/2015,IA,15:35:00,38.5367,-28.2256,4,1,Pm,1,1,,,3,1,2,Female,C
13962,10/08/2015,IA,15:43:00,38.5394,-28.2181,4,1,Pm,1,1,,,2,1,4,Female,C
13964,10/08/2015,IA,15:59:00,38.5324,-28.2063,4,1,Pm,3,2,,1,2,1,4,Adult females,C
13967,10/08/2015,IA,16:12:00,38.5342,-28.1944,4,1,Pm,1,1,,,2,1,3,Female,C
13968,10/08/2015,RA,16:34:00,38.5345,-28.1855,4,1,Pm,1,1,,,2,1,2,"Female
Fluke",C
13970,10/08/2015,IA,16:46:00,38.5252,-28.1745,4,1,Pm,1,1,,,2,1,1,Female,C
13972,10/08/2015,RA,16:57:00,38.5172,-28.1721,4,1,Pm,1,1,,,2,1,1,"Female
Fluke",C
13978,10/08/2015,RA,09:32:00,37.593,-25.3722,4,2,Pm,2,x,,x,2,1,1,Adult dive.,E
13981,10/08/2015,IA,09:52:00,37.5833,-25.359,4,2,Pm,1,x,,,2,1,1,,E
13983,10/08/2015,IA,10:08:00,37.586,-25.3362,4,2,Pm,1,x,,,2,1,3,,E
13985,10/08/2015,RA,10:17:00,37.5872,-25.3359,4,2,Pm,1,x,,,3,1,2,,E
13986,10/08/2015,IA,10:22:00,37.5957,-25.3297,4,2,Pm,2,x,,x,2,1,5,First ones sighted.,E
13992,10/08/2015,RA,09:06:00,38.6072,-27.2622,1,,Pm,4,X,,X,2,1,,,B
13993,10/08/2015,IA,10:00:00,38.598,-27.2455,1,,Pm,3,X,X,,2,1,,,B
14002,10/08/2015,IA,15:30:00,38.5786,-27.2266,1,,Pm,5,X,X,X,1,1,,,B
14008,10/08/2015,IA,17:40:00,38.5847,-27.2419,1,,Pm,4,X,,,1,1,,,B
13908,12/08/2015,IA,09:20:00,38.4186,-28.4793,3,1,Pm,1,1,,,2,2,,,C
13913,12/08/2015,IA,10:22:00,38.4,-28.428,3,1,Pm,1,1,,,2,1,4,,C
13916,12/08/2015,IA,10:46:00,38.3982,-28.4039,3,3,Pm,1,1,,,2,1,6,,C
13924,12/08/2015,IA,16:00:00,38.7045,-28.6507,3,4,Pm,2,1,,1,2,1,1,Adult female,C
13928,12/08/2015,IA,16:35:00,38.7098,-28.6215,3,4,Pm,1,,,1,3,1,2,,C
13930,12/08/2015,IA,16:58:00,38.7032,-28.6235,3,4,Pm,3,1,,2,3,1,2,Adult female,C
13876,13/08/2015,IA,09:49:00,38.5721,-27.2828,1,,Bp,4,X,,,2,1,2,,B
13878,13/08/2015,IA,10:44:00,38.61,-27.289,1,,Pm,5,X,X,,1,1,2,,B
13886,13/08/2015,IA,10:04:00,38.3962,-28.4452,3,1,Pm,2,2,,,2,1,1,,C
13888,13/08/2015,IA,10:52:00,38.3987,-28.413,3,1,Pm,1,1,,,2,1,3,,C
13890,13/08/2015,IA,10:59:00,38.3946,-28.4048,3,1,Pm,1,1,,,3,1,4,,C
13831,14/08/2015,RA,09:41:00,37.6341,-25.3514,4,2,Pm,5,x,,x,3,1,1,3 adults + 2 calves. shallow dive didn't see them again.,E
13832,14/08/2015,IA,09:55:00,37.6327,-25.3528,4,2,Pm,3,x,,x,3,1,1,2 adults + 1 calf.,E
13839,14/08/2015,IA,16:44:00,37.6607,-25.2235,4,3,Bp,2,x,,,4,1,1,,E
13847,14/08/2015,IA,08:29:00,38.6108,-27.3522,1,,Bp,4,X,,,2,1,,,B
13851,14/08/2015,RA,10:00:00,38.5877,-27.2355,3,,Pm,2,X,,,2,1,,,B
13852,14/08/2015,IA,10:44:00,38.6206,-27.4056,3,,Bp,3,X,,,3,1,,,B
13859,14/08/2015,IA,14:00:00,38.5101,-27.1678,3,,Pm,2,X,,X,2,1,2,,B
13863,14/08/2015,IA,16:00:00,38.5864,-27.3396,3,,Bp,5,X,,,2,1,2,,B
13808,15/08/2015,IA,09:28:00,38.5841,-27.2223,1,,Pm,3,X,,,2,1,2,,B
13810,15/08/2015,RA,10:02:00,38.5807,-27.2115,1,,Pm,2,X,,X,2,1,2,,B
13824,15/08/2015,RA,10:01:00,37.5772,-25.5114,3,1,Pm,1,,,,2,,3,fluke,D
13825,15/08/2015,IA,10:07:00,37.5694,-25.5052,3,1,Pm,2,,,,2,,2,,D
13781,16/08/2015,IA,09:40:00,38.5379,-27.2054,1,,Bp,1,X,,,2,1,2,,B
13783,16/08/2015,RA,10:25:00,38.5515,-27.2185,1,,Pm,1,X,,,2,1,2,,B
13797,16/08/2015,RA,10:14:00,37.6166,-25.7806,3,1,Bp,1,,,,2,,4,não ha certeza que o comportamento fosse alimentação,D
13804,16/08/2015,IA,15:34:00,37.6102,-25.8467,3,1,Bp,1,,,,4,,2,,D
13757,17/08/2015,IA,10:05:00,38.4788,-27.1506,1,,Pm,4,X,,X,2,1,,,B
13763,17/08/2015,IA,14:19:00,37.589,-25.3308,3,,Pm,3,2,,1,2,,2,"os adultos mergulharam no momento que chegamos, a cria ficou e aproximouse muito ao barco",D
13702,18/08/2015,IA,09:50:00,38.5618,-27.1907,1,,Pm,1,X,,,2,1,2,,B
13712,18/08/2015,RA,10:50:00,37.5373,-25.314,4,1,Bp,1,x,,,3,1,2,,E
13733,18/08/2015,RA,14:32:00,37.5367,-25.3018,4,1,Bp,1,,x,,4,1,2,,E
13734,18/08/2015,RA,14:56:00,37.5446,-25.255,4,1,Pm,1,x,,,3,1,1,"Shallow dive, Didn't see it again.",E
13735,18/08/2015,RA,15:04:00,37.5432,-25.2427,4,1,Pm,1,x,,,2,1,1,Dive.,E
13672,19/08/2015,RA,09:25:00,37.6827,-25.3044,4,1,Pm,1,x,,,2,1,1,,E
13673,19/08/2015,RA,09:50:00,37.6366,-25.2961,4,1,Bp,2,x,,,2,1,1,,E
13677,19/08/2015,RA,09:17:00,38.6196,-27.2839,1,,Pm,2,X,,,2,,,,B
13680,19/08/2015,IA,10:00:00,38.6232,-27.2577,1,,Pm,3,X,,,2,,,,B
13691,19/08/2015,IA,13:11:00,37.6737,-25.3414,4,1,Bp,2,x,x,,3,1,1,,E
13636,20/08/2015,IA,09:30:00,38.5971,-27.238,1,,Bp,2,X,,,2,,,,B
13647,20/08/2015,RA,10:00:00,37.6339,-25.4296,4,1,Pm,1,x,,,2,1,6,,E
13653,20/08/2015,IA,13:42:00,37.622,-25.5579,4,1,Pm,1,x,,,4,1,,Giant male - large gap in his back,E
13658,20/08/2015,IA,10:01:00,37.632,-25.4311,3,,Pm,1,x,,,2,,4,,D
13668,20/08/2015,RA,14:56:00,37.613,-25.2969,3,,Pm,1,x,,,2,,3,"provavelmente o mesmo individuo que na manha, um grande macho que foi controlado pelos vigias o dia todo e que mergulhava cada hora",D
13613,22/08/2015,IA,10:35:00,38.5268,-27.2611,1,,Bp,4,X,X,,2,1,,,B
13618,22/08/2015,IA,09:31:00,37.5432,-25.277,4,3,Pm,2,x,x,,3,1,1,,E
13620,22/08/2015,IA,09:48:00,37.5498,-25.296,4,3,Pm,1,x,,,3,1,1,,E
13593,23/08/2015,IA,10:07:00,38.3761,-28.5269,4,3,Pm,1,1,,,2,1,,Female,C
13595,23/08/2015,IA,10:16:00,38.3732,-28.5284,4,3,Pm,1,1,,,2,1,3,Female,C
13597,23/08/2015,IA,10:32:00,38.3839,-28.5378,4,3,Pm,1,1,,,2,1,2,Female,C
13531,24/08/2015,IA,09:45:00,38.5738,-27.245,1,,Bp,3,X,,,2,1,,,B
13539,24/08/2015,IA,16:35:00,38.5483,-27.31,3,,Bp,2,X,,,2,5,,Baleias Comuns (Bp) com Golfinhos Pintados (Sf),B
13573,24/08/2015,RA,09:48:00,38.3895,-28.4924,4,2,Pm,1,1,,,3,1,1,Female,C
13574,24/08/2015,IA,09:55:00,38.3865,-28.4881,4,2,Pm,2,1,,1,3,1,1,Adult female,C
13576,24/08/2015,IA,10:04:00,38.3898,-28.4694,4,2,Pm,2,2,,,2,1,1,Females,C
13578,24/08/2015,IA,10:12:00,38.3947,-28.462,4,2,Pm,1,1,,,2,1,1,Female,C
13580,24/08/2015,RA,10:19:00,38.3976,-28.4479,4,2,Pm,1,1,,,2,1,1,"Female
Fluke",C
13525,25/08/2015,IA,09:23:00,38.6515,-28.5171,2,5,Pm,1,1,,,2,1,,Female,C
13527,25/08/2015,IA,09:43:00,38.6431,-28.4953,2,5,Pm,2,1,,1,3,1,4,Adult female,C
13501,29/08/2015,IA,10:11:00,37.5959,-25.5312,4,2,Pm,8,x,,x,1,1,2,,E
13509,29/08/2015,RA,14:46:00,37.6773,-25.5074,4,3,Bp,1,,x,,3,1,3,,E
13484,30/08/2015,IA,10:39:00,37.6517,-25.5832,3,2,Bp,2,,,,2,,4,,D
13494,30/08/2015,IA,09:55:00,38.6314,-27.4397,1,3,Pm,1,1,,,3,1,1,,B
13463,31/08/2015,IA,15:52:00,37.7589,-25.9369,3,1,Pm,1,x,,,2,,3,,D
13439,01/09/2015,IA,10:12:00,37.6634,-25.7544,3,2,Pm,1,x,,,2,,2,,D
13446,01/09/2015,IA,10:20:00,37.6737,-25.77,4,2,Pm,1,x,,,2,1,3,"Pm macho, conhecido por Mr.Liable",A
13448,01/09/2015,IA,11:10:00,37.6676,-25.8108,4,2,Pm,1,x,,,2,1,4,deslocação para SE,A
13434,03/09/2015,IA,12:35:00,37.8982,-26.0754,4,4,Bp,1,x,,,4,1,1,Bp bastante grande.,A
13411,04/09/2015,RA,15:00:00,37.6225,-25.3153,3,3,Pm,2,x,,,2,1,2,,E
13415,04/09/2015,RA,10:05:00,37.6609,-25.7046,3,3,Pm,1,x,,,2,1,4,,E
13420,04/09/2015,IA,15:45:00,38.908,-28.714,2,1,Pm,2,1,,1,2,1,2,Adult female,C
13422,04/09/2015,IA,16:01:00,38.8834,-28.7152,2,1,Pm,2,2,,,3,1,,,C
13398,05/09/2015,IA,11:15:00,37.9272,-25.9982,4,3,Pm,5,x,,x,4,1,2,Pm fazendo meias aguas.,A
13404,05/09/2015,IA,10:26:00,38.38,-28.4656,3,1,Pm,6,5,,1,3,1,3,,C
13360,08/09/2015,IA,10:09:00,37.5886,-25.501,3,1,Pm,1,,,,2,,4,,D
13362,08/09/2015,IA,10:26:00,37.5756,-25.4933,3,1,Pm,1,,,,2,,3,,D
13364,08/09/2015,IA,10:42:00,37.6039,-25.4994,3,1,Pm,1,,,,2,,2,,D
13385,08/09/2015,IA,16:39:00,38.3326,-28.4837,3,2,Pm,3,3,,,2,1,7,,C
13387,08/09/2015,IA,16:55:00,38.3165,-28.4902,3,2,Pm,2,1,,1,2,1,4,Adult female,C
13324,09/09/2015,IA,09:14:00,37.6457,-25.4171,1,1,Pm,1,x,,,4,1,1,,E
13331,09/09/2015,RA,13:29:00,37.6033,-25.3815,1,1,Pm,1,x,,,1,1,1,,E
13332,09/09/2015,RA,13:44:00,37.5961,-25.3903,1,1,Pm,2,x,,x,1,1,1,,E
13345,09/09/2015,IA,15:50:00,37.5544,-25.3969,4,2,Pm,1,x,,,2,1,1,"deslocação para SSE.
Mais 4 barcos na área com outros Pm",A
13296,10/09/2015,RA,10:01:00,37.5386,-25.3219,4,3,Pm,2,x,,x,4,1,2,,E
13297,10/09/2015,IA,10:39:00,37.5335,-25.3414,4,3,Pm,1,x,,,2,1,2,,E
13306,10/09/2015,IA,14:42:00,37.4692,-25.4501,4,2,Pm,1,,x,,1,1,1,,E
13308,10/09/2015,IA,15:06:00,37.4704,-25.4497,4,2,Pm,1,x,,,3,1,2,,E
13312,10/09/2015,RA,09:51:00,38.3899,-28.3228,3,1,Pm,3,3,,,2,1,2,"2 Females
Fluke",C
13313,10/09/2015,IA,09:57:00,38.3882,-28.3099,3,1,Pm,1,1,,,2,1,,Female,C
13315,10/09/2015,IA,10:06:00,38.3878,-28.302,3,2,Pm,3,3,,,2,1,2,Females,C
13317,10/09/2015,RA,10:28:00,38.3849,-28.3015,3,2,Pm,1,1,,,3,1,2,,C
13318,10/09/2015,IA,10:38:00,38.3787,-28.2898,3,2,Pm,1,1,,,2,1,2,Female,C
13320,10/09/2015,IA,10:58:00,38.368,-28.3121,3,2,Pm,3,2,,1,2,1,4,Adult female,C
13284,11/09/2015,IA,16:40:00,38.5219,-27.2202,1,3,Pm,3,2,1,,1,1,1,,B
13254,12/09/2015,RA,09:30:00,37.6637,-25.1956,1,1,Pm,1,,,x,2,1,1,,E
13255,12/09/2015,RA,09:47:00,37.6504,-25.1867,1,1,Pm,2,x,,,2,1,1,,E
13260,12/09/2015,IA,11:47:00,38.7018,-27.4381,1,3,Pm,2,1,1,,3,1,1,,B
13231,14/09/2015,IA,12:15:00,38.5583,-27.36,1,2,Pm,3,2,1,,3,1,1,,B
13239,14/09/2015,IA,15:40:00,38.7728,-28.6011,3,2,Pm,1,1,,,2,1,2,Female,C
13243,14/09/2015,RA,16:35:00,38.7559,-28.6007,3,2,Pm,1,1,,,2,1,3,"Female
Fluke",C
13244,14/09/2015,IA,16:47:00,38.805,-28.601,3,2,Pm,1,1,,,2,1,4,Female,C
13195,16/09/2015,IA,09:40:00,38.6604,-27.3675,1,3,Pm,6,4,2,,3,1,1,,B
13204,16/09/2015,RA,09:36:00,37.6412,-25.4583,3,3,Pm,1,,,x,3,1,1,,E
13205,16/09/2015,RA,09:46:00,37.6432,-25.4472,3,3,Pm,1,,x,,2,1,1,,E
13206,16/09/2015,IA,10:01:00,37.6499,-25.4602,3,3,Pm,1,x,,,3,1,4,,E
13208,16/09/2015,RA,10:18:00,37.6381,-25.4472,3,3,Pm,1,x,,,3,1,2,,E
13209,16/09/2015,IA,10:28:00,37.6344,-25.4462,3,3,Pm,2,,,x,3,1,2,,E
13224,16/09/2015,RA,09:51:00,37.6516,-25.4591,1,2,Pm,1,,x,,3,,3,,D
13225,16/09/2015,RA,10:22:00,37.6356,-25.4546,1,1,Pm,1,,,,2,,1,fluke,D
13226,16/09/2015,RA,10:42:00,37.6439,-25.4329,1,1,Pm,2,,,,2,,1,fluke x2,D
13150,17/09/2015,RA,09:35:00,37.6305,-25.3364,4,3,Pm,1,,x,,2,1,1,,E
13151,17/09/2015,RA,09:42:00,37.6369,-25.3454,4,3,Pm,1,x,,,2,1,1,,E
